EVENT_YEAR_MONTH,COUNT_OF_EVENTS,REPORTER,PARTNER,Commodity,NETWEIGHT,TRADEVALUEINUSD,TOTAL_SOLD_USD,PRODUCERPRICE,DISTANCE_COUNTRIES
202109,711,Netherlands,Ukraine,CastIron,446,2567,1144882.0,365.398,2138
202109,711,Netherlands,Ukraine,IronOre,43000,17548,7.54564E8,113.71875,2138
202109,711,Netherlands,Ukraine,Gas,201,13678,2749278.0,237.064,2138
202109,711,Estonia,Ukraine,StainlessSteel,3,45,135.0,127.979,1527
202109,711,Germany,Ukraine,Gas,7844,92231,7.23459964E8,237.064,1743
202109,711,Belarus,Ukraine,Aluminium,42512,138600,5.8921632E9,2834.556818,791
202109,711,Belarus,Ukraine,CastIron,539,3900,2102100.0,365.398,791
202109,711,Russian Federation,Ukraine,Barley,134000,42505,5.69567E9,175.5744791,4663
202109,711,India,Ukraine,StainlessSteel,42941,206734,8.877364694E9,127.979,7092
202109,711,Czech Rep.,Ukraine,StainlessSteel,565,4546,2568490.0,127.979,1410
202109,711,Czech Rep.,Ukraine,CastIron,3886,10478,4.0717508E7,365.398,1410
202109,711,Czech Rep.,Ukraine,Barley,33500,31701,1.0619835E9,175.5744791,1410
202109,711,Czech Rep.,Ukraine,Gas,84061,397777,3.3437532397E10,237.064,1410
202109,711,United States of America,Ukraine,Gas,8717,78798,6.86882166E8,237.064,9153
202109,711,Lithuania,Ukraine,StainlessSteel,12,110,1320.0,127.979,1136
202109,711,Lithuania,Ukraine,CastIron,93,240,22320.0,365.398,1136
202109,711,Greece,Ukraine,StainlessSteel,5172,47749,2.46957828E8,127.979,1713
202109,711,Turkey,Ukraine,RapeseedOil,510,910,464100.0,1367.019055,2055
202109,711,Romania,Ukraine,StainlessSteel,1,110,110.0,127.979,781
202109,711,Romania,Ukraine,Gas,35028,128804,4.511746512E9,237.064,781
202109,711,Romania,Ukraine,Barley,11200,9840,1.10208E8,175.5744791,781
202109,711,Spain,Ukraine,Gas,921,15136,1.3940256E7,237.064,3767
202109,711,Spain,Ukraine,CastIron,56,930,52080.0,365.398,3767
202109,711,Spain,Ukraine,StainlessSteel,6258,87055,5.4479019E8,127.979,3767
202109,711,Georgia,Ukraine,Gas,4361,9945,4.3370145E7,237.064,1164
202109,711,Turkey,Ukraine,Gas,131110,649834,8.519973574E10,237.064,2055
202109,711,Uzbekistan,Ukraine,Gas,3899,35248,1.37431952E8,237.064,3447
202109,711,Hungary,Ukraine,Barley,10000,6564,6.564E7,175.5744791,1194
202109,711,Latvia,Ukraine,CrudePetroleum,311896,138468,4.3187615328E10,210.518,1320
202109,711,Hungary,Ukraine,CastIron,18000,32712,5.88816E8,365.398,1194
202109,711,Hungary,Ukraine,StainlessSteel,928,6951,6450528.0,127.979,1194
202109,711,Belarus,Ukraine,Gas,127702,508700,6.49620074E10,237.064,791
202109,711,Belarus,Ukraine,Slag,1261980,60600,7.6475988E10,136.758,791
202206,2882,EU,Ukraine,Steel,60000,49564,2.97384E9,406.599,803
202206,2882,EU,Russian Federation,Steel,1000,1511,1511000.0,406.599,4927
202206,2882,Slovenia,Russian Federation,Wheat,72,54,3888.0,397.6523199,5645
202206,2882,Lithuania,Russian Federation,Steel,1000,1510,1510000.0,406.599,4484
202206,2882,Estonia,Ukraine,Steel,60000,49565,2.9739E9,406.599,1527
202206,2882,Turkey,Russian Federation,Steel,10000,32811,3.2811E8,406.599,5248
202206,2882,EU,Russian Federation,Wheat,843,763,643209.0,397.6523199,4927
202206,2882,Spain,Russian Federation,Aluminium,10016,52647,5.27312352E8,2575.669545,7015
202206,2882,Italy,Russian Federation,Gas,3026,58474,1.76942324E8,395.066,9398
202206,2882,Italy,Russian Federation,CastIron,20425,227430,4.64525775E9,370.485,9398
202206,2882,Italy,Russian Federation,StainlessSteel,2499,59299,1.48188201E8,169.545,9398
202206,2882,Latvia,Russian Federation,Gas,2970,13028,3.869316E7,395.066,4323
202206,2882,Latvia,Russian Federation,StainlessSteel,66,781,51546.0,169.545,4323
202206,2882,Hungary,Russian Federation,StainlessSteel,127,1556,197612.0,169.545,5342
202206,2882,Belgium,Russian Federation,StainlessSteel,1801,28633,5.1568033E7,169.545,5733
202206,2882,Lithuania,Russian Federation,Coal,1,900,900.0,427.425,4484
202206,2882,Slovenia,Russian Federation,StainlessSteel,40,658,26320.0,169.545,5645
202206,2882,Netherlands,Russian Federation,CastIron,1,18,18.0,370.485,5555
202206,2882,Finland,Russian Federation,RapeseedOil,1,8,8.0,1227.584336,3922
202206,2882,Finland,Russian Federation,Gas,19,303,5757.0,395.066,3922
202206,2882,Finland,Russian Federation,CastIron,91,1343,122213.0,370.485,3922
202206,2882,Finland,Russian Federation,StainlessSteel,16,194,3104.0,169.545,3922
202206,2882,Finland,Russian Federation,SunflowerOil,68,1606,109208.0,2154.404167,3922
202206,2882,Armenia,Russian Federation,Gas,187,4550,850850.0,395.066,4633
202206,2882,Armenia,Russian Federation,StainlessSteel,689,16779,1.1560731E7,169.545,4633
202206,2882,Armenia,Russian Federation,CastIron,68,5759,391612.0,370.485,4633
202206,2882,Spain,Russian Federation,Gas,2138,17112,3.6585456E7,395.066,7015
202206,2882,EU,Russian Federation,Aluminium,10016,52646,5.27302336E8,2575.669545,4927
202206,2882,EU,Russian Federation,StainlessSteel,36717,452179,1.6602656343E10,169.545,4927
202206,2882,EU,Russian Federation,CastIron,60806,673305,4.094098383E10,370.485,4927
202206,2882,EU,Russian Federation,Corn,300,449,134700.0,335.717134,4927
202206,2882,EU,Russian Federation,SunflowerOil,958,2427,2325066.0,2154.404167,4927
202206,2882,EU,Russian Federation,RapeseedOil,1,8,8.0,1227.584336,4927
202206,2882,EU,Russian Federation,Nickel,3,912,2736.0,222.103,4927
202206,2882,EU,Russian Federation,Gas,313967,1730554,5.43336847718E11,395.066,4927
202206,2882,United Kingdom,Russian Federation,Gas,935,5979,5590365.0,395.066,5610
202206,2882,Germany,Russian Federation,CastIron,13888,281933,3.915485504E9,370.485,5417
202206,2882,Germany,Russian Federation,StainlessSteel,5118,90439,4.62866802E8,169.545,5417
202206,2882,Germany,Russian Federation,Gas,24,1017,24408.0,395.066,5417
202206,2882,Czech Rep.,Russian Federation,Gas,82611,274458,2.2673249838E10,395.066,5306
202206,2882,Czech Rep.,Russian Federation,StainlessSteel,1602,24322,3.8963844E7,169.545,5306
202206,2882,Czech Rep.,Russian Federation,CastIron,140,493,69020.0,370.485,5306
202206,2882,Uzbekistan,Russian Federation,Gas,2659,25713,6.8370867E7,395.066,3506
202206,2882,Lithuania,Russian Federation,CastIron,1377,2640,3635280.0,370.485,4484
202206,2882,Lithuania,Russian Federation,StainlessSteel,3238,52490,1.6996262E8,169.545,4484
202206,2882,Lithuania,Russian Federation,Gas,5596,31200,1.745952E8,395.066,4484
202206,2882,Turkey,Russian Federation,CastIron,96456,249702,2.4085256112E10,370.485,5248
202206,2882,Turkey,Russian Federation,SunflowerOil,152,204,31008.0,2154.404167,5248
202206,2882,Turkey,Russian Federation,IronOre,107800,27382,2.9517796E9,131.0454545,5248
202206,2882,Turkey,Russian Federation,Gas,374773,2475245,9.27654994385E11,395.066,5248
202206,2882,Turkey,Russian Federation,StainlessSteel,75950,565235,4.292959825E10,169.545,5248
202206,2882,Slovakia,Russian Federation,StainlessSteel,6,64,384.0,169.545,5204
202206,2882,Poland,Russian Federation,Nickel,3,906,2718.0,222.103,4961
202206,2882,Poland,Russian Federation,CastIron,3331,31405,1.04610055E8,370.485,4961
202206,2882,Poland,Russian Federation,StainlessSteel,166,1947,323202.0,169.545,4961
202206,2882,Poland,Russian Federation,Gas,76385,423619,3.2358137315E10,395.066,4961
202206,2882,Slovenia,Russian Federation,Gas,139843,873558,1.22160971394E11,395.066,5645
202206,2882,Slovenia,Russian Federation,Corn,300,447,134100.0,335.717134,5645
202206,2882,Norway,Russian Federation,CastIron,26314,137792,3.625858688E9,370.485,4727
202206,2882,India,Russian Federation,CastIron,1150,2130,2449500.0,370.485,4983
202206,2882,India,Russian Federation,StainlessSteel,101116,559079,5.6531832164E10,169.545,4983
202206,2882,Estonia,Russian Federation,Gas,32,422,13504.0,395.066,4180
202206,2882,Estonia,Russian Federation,CastIron,2165,22691,4.9126015E7,370.485,4180
202206,2882,Estonia,Russian Federation,StainlessSteel,466,5839,2720974.0,169.545,4180
202206,2882,Latvia,Russian Federation,CastIron,11536,62146,7.16916256E8,370.485,4323
202206,2882,Germany,Russian Federation,SunflowerOil,190,821,155990.0,2154.404167,5417
202206,2882,Japan,Russian Federation,CastIron,178972,581640,1.0409727408E11,370.485,3627
202206,2882,EU,Russian Federation,Coal,1,903,903.0,427.425,4927
202206,2882,Sweden,Ukraine,StainlessSteel,90,1393,125370.0,169.545,2667
202206,2882,Italy,Ukraine,Coal,1272500,680613,8.660800425E11,427.425,2394
202206,2882,Italy,Ukraine,StainlessSteel,886,9270,8213220.0,169.545,2394
202206,2882,Latvia,Ukraine,Coal,20320,2591,5.264912E7,427.425,1320
202206,2882,Latvia,Ukraine,StainlessSteel,635,2886,1832610.0,169.545,1320
202206,2882,Hungary,Ukraine,StainlessSteel,131,424,55544.0,169.545,1194
202206,2882,Belgium,Ukraine,CastIron,7,126,882.0,370.485,2248
202206,2882,Belgium,Ukraine,StainlessSteel,11,217,2387.0,169.545,2248
202206,2882,Slovenia,Ukraine,StainlessSteel,0,3,0.0,169.545,1610
202206,2882,Netherlands,Ukraine,Nickel,25800,709557,1.83065706E10,222.103,2138
202206,2882,Spain,Ukraine,CastIron,671,10449,7011279.0,370.485,3767
202206,2882,EU,Ukraine,CrudePetroleum,60,341,20460.0,353.15,803
202206,2882,EU,Ukraine,Nickel,26300,727333,1.91288579E10,222.103,803
202206,2882,EU,Ukraine,CastIron,33945,132161,4.486205145E9,370.485,803
202206,2882,EU,Ukraine,SunflowerOil,15512,54340,8.4292208E8,2154.404167,803
202206,2882,EU,Ukraine,Aluminium,232060,921983,2.1395537498E11,2575.669545,803
202206,2882,EU,Ukraine,Coal,1294640,685425,8.87378622E11,427.425,803
202206,2882,EU,Ukraine,Corn,10,29,290.0,335.717134,803
202206,2882,EU,Ukraine,StainlessSteel,18760,209096,3.92264096E9,169.545,803
202206,2882,EU,Ukraine,Gas,72833,567229,4.1312989757E10,395.066,803
202206,2882,United Kingdom,Ukraine,IronOre,22000,7821,1.72062E8,131.0454545,3140
202206,2882,Czech Rep.,Ukraine,Gas,25695,125229,3.217759155E9,395.066,1410
202206,2882,Czech Rep.,Ukraine,CastIron,248,4469,1108312.0,370.485,1410
202206,2882,Czech Rep.,Ukraine,StainlessSteel,177,2468,436836.0,169.545,1410
202206,2882,Uzbekistan,Ukraine,Gas,293,2833,830069.0,395.066,3447
202206,2882,Turkey,Ukraine,CastIron,21800,35504,7.739872E8,370.485,2055
202206,2882,Turkey,Ukraine,SunflowerOil,149152,402402,6.0019063104E10,2154.404167,2055
202206,2882,Turkey,Ukraine,Gas,54555,314476,1.715623818E10,395.066,2055
202206,2882,Turkey,Ukraine,StainlessSteel,10177,83723,8.52048971E8,169.545,2055
202206,2882,Turkey,Ukraine,RapeseedOil,180,531,95580.0,1227.584336,2055
202206,2882,Slovakia,Ukraine,StainlessSteel,316,4885,1543660.0,169.545,1082
202206,2882,Poland,Ukraine,CrudePetroleum,60,339,20340.0,353.15,1214
202206,2882,Poland,Ukraine,Corn,10,30,300.0,335.717134,1214
202206,2882,Poland,Ukraine,Aluminium,232060,915807,2.1252217242E11,2575.669545,1214
202206,2882,Poland,Ukraine,Nickel,500,17656,8828000.0,222.103,1214
202206,2882,Poland,Ukraine,CastIron,32178,98086,3.156211308E9,370.485,1214
202206,2882,Poland,Ukraine,StainlessSteel,7396,75584,5.59019264E8,169.545,1214
202206,2882,Poland,Ukraine,Gas,21279,173936,3.701184144E9,395.066,1214
202206,2882,United States of America,Ukraine,StainlessSteel,909,12834,1.1666106E7,169.545,9153
202206,2882,Slovenia,Ukraine,Gas,24421,257208,6.281276568E9,395.066,1610
202206,2882,TFYR of Macedonia,Ukraine,SunflowerOil,2160,6299,1.360584E7,2154.404167,1056
202206,2882,Rep. of Moldova,Ukraine,Gas,1031,8849,9123319.0,395.066,353
202206,2882,Rep. of Moldova,Ukraine,SunflowerOil,10810,28964,3.1310084E8,2154.404167,353
202206,2882,Croatia,Ukraine,SunflowerOil,2700,9700,2.619E7,2154.404167,1636
202206,2882,Germany,Ukraine,StainlessSteel,8315,89504,7.4422576E8,169.545,1743
202206,2882,Germany,Ukraine,CastIron,394,4963,1955422.0,370.485,1743
202206,2882,Germany,Ukraine,Barley,1060,1210,1282600.0,259.134607,1743
202206,2882,Germany,Ukraine,Gas,465,3431,1595415.0,395.066,1743
202206,2882,Lithuania,Ukraine,Coal,1820,2220,4040400.0,427.425,1136
202206,2882,EU,Ukraine,Slag,5118050,71275,3.6478901375E11,149.45,803
202206,2882,EU,Ukraine,Barley,1060,1210,1282600.0,259.134607,803
202206,2882,Slovakia,Ukraine,Slag,5118050,71275,3.6478901375E11,149.45,1082
202005,1323,Spain,Russian Federation,Steel,21000,8883,1.86543E8,200.3,7015
202005,1323,Poland,Russian Federation,Steel,748000,346650,2.592942E11,200.3,4961
202005,1323,Germany,Russian Federation,Wheat,83,76,6308.0,174.9549688,5417
202005,1323,Germany,Ukraine,Steel,1000,5713,5713000.0,200.3,1743
202005,1323,Germany,Russian Federation,Steel,3000,14554,4.3662E7,200.3,5417
202005,1323,Slovenia,Russian Federation,Steel,210000,85697,1.799637E10,200.3,5645
202005,1323,EU,Russian Federation,Wheat,20083,6944,1.39456352E8,174.9549688,4927
202005,1323,Russian Federation,Ukraine,Steel,10000,4782,4.782E7,200.3,4663
202005,1323,Poland,Ukraine,Steel,1000,1195,1195000.0,200.3,1214
202005,1323,Russian Federation,Ukraine,Wheat,6188440,1511030,9.3509184932E12,174.9549688,4663
202005,1323,Lithuania,Russian Federation,Steel,28000,15647,4.38116E8,200.3,4484
202005,1323,EU,Russian Federation,Steel,1010000,473627,4.7836327E11,200.3,4927
202005,1323,China,Russian Federation,Steel,24000,17965,4.3116E8,200.3,2853
202005,1323,Denmark,Ukraine,Steel,965,6805,6566825.0,200.3,2181
202005,1323,Lithuania,Russian Federation,Wheat,20000,6864,1.3728E8,174.9549688,4484
202005,1323,United States of America,Russian Federation,Steel,63,2994,188622.0,200.3,8909
202005,1323,Belarus,Russian Federation,Steel,62000,30500,1.891E9,200.3,4403
202005,1323,EU,Ukraine,Steel,2965,13720,4.06798E7,200.3,803
202005,1323,Belarus,Ukraine,Steel,2700,1400,3780000.0,200.3,791
202005,1323,Spain,Russian Federation,Aluminium,10516,34113,3.58732308E8,1466.371579,7015
202005,1323,Netherlands,Russian Federation,Aluminium,20310,62041,1.26005271E9,1466.371579,5555
202005,1323,China,Russian Federation,Aluminium,97535,259377,2.5298335695E10,1466.371579,2853
202005,1323,China,Russian Federation,StainlessSteel,2816180,15404267,4.338118864006E13,99.0,2853
202005,1323,China,Russian Federation,CastIron,75744,110483,8.368424352E9,182.4,2853
202005,1323,China,Russian Federation,Gas,179038,819830,1.4678072354E11,84.1,2853
202005,1323,Thailand,Russian Federation,StainlessSteel,211,1213,255943.0,99.0,5085
202005,1323,Vietnam,Russian Federation,StainlessSteel,9369,113332,1.061807508E9,99.0,5280
202005,1323,Vietnam,Russian Federation,Gas,5690,42758,2.4329302E8,84.1,5280
202005,1323,Nicaragua,Russian Federation,StainlessSteel,8,100,800.0,99.0,11684
202005,1323,Germany,Russian Federation,StainlessSteel,5893,147695,8.70366635E8,99.0,5417
202005,1323,Romania,Russian Federation,Gas,4452,15638,6.9620376E7,84.1,5177
202005,1323,Slovakia,Russian Federation,CastIron,1220,4073,4969060.0,182.4,5204
202005,1323,Slovakia,Russian Federation,StainlessSteel,3957,5420,2.144694E7,99.0,5204
202005,1323,Germany,Russian Federation,Gas,1658,26828,4.4480824E7,84.1,5417
202005,1323,Germany,Russian Federation,Aluminium,164105,319520,5.24348296E10,1466.371579,5417
202005,1323,Germany,Russian Federation,SunflowerOil,1538,5471,8414398.0,900.0531746,5417
202005,1323,ASEAN,Russian Federation,StainlessSteel,8132,114545,9.3147994E8,99.0,6381
202005,1323,ASEAN,Russian Federation,Gas,4725,42758,2.0203155E8,84.1,6381
202005,1323,Japan,Russian Federation,CastIron,86095,255938,2.203498211E10,182.4,3627
202005,1323,Hungary,Russian Federation,StainlessSteel,1146,8205,9402930.0,99.0,5342
202005,1323,Spain,Russian Federation,IronOre,80,480,38400.0,91.33333333,7015
202005,1323,Spain,Russian Federation,Gas,43587,433336,1.8887816232E10,84.1,7015
202005,1323,EU,Russian Federation,Gas,182847,1428753,2.61243199791E11,84.1,4927
202005,1323,EU,Russian Federation,Barley,120002,51656,6.198823312E9,98.6406264,4927
202005,1323,EU,Russian Federation,IronOre,24975,5664,1.414584E8,91.33333333,4927
202005,1323,Spain,Russian Federation,CastIron,2439,5921,1.4441319E7,182.4,7015
202005,1323,Spain,Russian Federation,StainlessSteel,120,3118,374160.0,99.0,7015
202005,1323,Sweden,Russian Federation,CastIron,14,103,1442.0,182.4,4345
202005,1323,Belgium,Russian Federation,StainlessSteel,729,13247,9657063.0,99.0,5733
202005,1323,Canada,Russian Federation,StainlessSteel,0,5713,0.0,99.0,6640
202005,1323,Canada,Russian Federation,Gas,7058,63871,4.50801518E8,84.1,6640
202005,1323,India,Russian Federation,StainlessSteel,3785,49995,1.89231075E8,99.0,4983
202005,1323,Estonia,Russian Federation,Gas,857,7009,6006713.0,84.1,4180
202005,1323,Estonia,Russian Federation,SunflowerOil,1549,1955,3028295.0,900.0531746,4180
202005,1323,Estonia,Russian Federation,Nickel,6195,75791,4.69525245E8,150.6,4180
202005,1323,Estonia,Russian Federation,StainlessSteel,2352,22709,5.3411568E7,99.0,4180
202005,1323,Estonia,Russian Federation,CastIron,210,3293,691530.0,182.4,4180
202005,1323,Poland,Russian Federation,Nickel,5000,88212,4.4106E8,150.6,4961
202005,1323,Poland,Russian Federation,CastIron,6720,16500,1.1088E8,182.4,4961
202005,1323,Poland,Russian Federation,StainlessSteel,1051,15287,1.6066637E7,99.0,4961
202005,1323,Poland,Russian Federation,Gas,16534,95715,1.58255181E9,84.1,4961
202005,1323,Denmark,Russian Federation,StainlessSteel,4,83,332.0,99.0,5027
202005,1323,Denmark,Russian Federation,CastIron,1,52,52.0,182.4,5027
202005,1323,Uzbekistan,Russian Federation,Gas,1,15286,15286.0,84.1,3506
202005,1323,EU,Russian Federation,CastIron,134365,1413446,1.8991767179E11,182.4,4927
202005,1323,EU,Russian Federation,Aluminium,194931,415673,8.1027553563E10,1466.371579,4927
202005,1323,EU,Russian Federation,Nickel,55180,748992,4.132937856E10,150.6,4927
202005,1323,EU,Russian Federation,StainlessSteel,31422,569549,1.7896368678E10,99.0,4927
202005,1323,EU,Russian Federation,Coal,1400,2060,2884000.0,54.14830827,4927
202005,1323,EU,Russian Federation,SunflowerOil,27589,46566,1.284709374E9,900.0531746,4927
202005,1323,EU,Russian Federation,Corn,3629,3521,1.2777709E7,143.9892438,4927
202005,1323,EU,Russian Federation,RapeseedOil,21685,24610,5.3366785E8,792.7317,4927
202005,1323,United States of America,Russian Federation,CastIron,35,37114,1298990.0,182.4,8909
202005,1323,United States of America,Russian Federation,StainlessSteel,175,5208,911400.0,99.0,8909
202005,1323,Czech Rep.,Russian Federation,CastIron,106328,1142837,1.21515572536E11,182.4,5306
202005,1323,Czech Rep.,Russian Federation,StainlessSteel,62,455,28210.0,99.0,5306
202005,1323,Czech Rep.,Russian Federation,Gas,17251,63103,1.088589853E9,84.1,5306
202005,1323,Netherlands,Russian Federation,CastIron,192,13257,2545344.0,182.4,5555
202005,1323,Netherlands,Russian Federation,StainlessSteel,1089,7290,7938810.0,99.0,5555
202005,1323,Netherlands,Russian Federation,Nickel,50180,660295,3.31336031E10,150.6,5555
202005,1323,Netherlands,Russian Federation,IronOre,24895,5184,1.2905568E8,91.33333333,5555
202005,1323,Lithuania,Russian Federation,Gas,2792,26118,7.2921456E7,84.1,4484
202005,1323,Armenia,Russian Federation,Corn,1500,950,1425000.0,143.9892438,4633
202005,1323,Armenia,Russian Federation,StainlessSteel,4,210,840.0,99.0,4633
202005,1323,Armenia,Russian Federation,Gas,0,3,0.0,84.1,4633
202005,1323,Ukraine,Russian Federation,Gas,34909,86926,3.034499734E9,84.1,4663
202005,1323,Turkey,Russian Federation,SunflowerOil,37,38,1406.0,900.0531746,5248
202005,1323,Turkey,Russian Federation,CastIron,13420,17344,2.3275648E8,182.4,5248
202005,1323,Turkey,Russian Federation,StainlessSteel,28947,227345,6.580955715E9,99.0,5248
202005,1323,Turkey,Russian Federation,Gas,88018,489526,4.3087099468E10,84.1,5248
202005,1323,Italy,Russian Federation,Gas,65640,529984,3.478814976E10,84.1,9398
202005,1323,Lithuania,Russian Federation,Barley,120002,51631,6.195823262E9,98.6406264,4484
202005,1323,Lithuania,Russian Federation,CastIron,4069,28556,1.16194364E8,182.4,4484
202005,1323,Lithuania,Russian Federation,StainlessSteel,1790,43261,7.743719E7,99.0,4484
202005,1323,Germany,Russian Federation,CastIron,7216,104730,7.5573168E8,182.4,5417
202005,1323,Slovenia,Russian Federation,Gas,29184,206131,6.015727104E9,84.1,5645
202005,1323,Slovenia,Russian Federation,Corn,3629,3510,1.273779E7,143.9892438,5645
202005,1323,Slovenia,Russian Federation,CastIron,168,3458,580944.0,182.4,5645
202005,1323,South Africa,Russian Federation,IronOre,40000,7514,3.0056E8,91.33333333,12569
202005,1323,Belarus,Russian Federation,Gas,801999,3378300,2.7093932217E12,84.1,4403
202005,1323,Belarus,Russian Federation,Slag,1508390,71300,1.07548207E11,134.1,4403
202005,1323,Belarus,Russian Federation,Aluminium,20000,27100,5.42E8,1466.371579,4403
202005,1323,Belarus,Russian Federation,CastIron,20889,48700,1.0172943E9,182.4,4403
202005,1323,Belarus,Russian Federation,StainlessSteel,73261,130100,9.5312561E9,99.0,4403
202005,1323,Belarus,Russian Federation,SunflowerOil,5439,5900,3.20901E7,900.0531746,4403
202005,1323,Belarus,Russian Federation,RapeseedOil,10933800,7947200,8.689309536E13,792.7317,4403
202005,1323,Latvia,Russian Federation,CastIron,5,427,2135.0,182.4,4323
202005,1323,Latvia,Russian Federation,StainlessSteel,430,14026,6031180.0,99.0,4323
202005,1323,Latvia,Russian Federation,SunflowerOil,24502,38964,9.54695928E8,900.0531746,4323
202005,1323,Ukraine,Russian Federation,CastIron,374474,1116878,4.18241772172E11,182.4,4663
202005,1323,Ukraine,Russian Federation,SunflowerOil,25,38,950.0,900.0531746,4663
202005,1323,Serbia,Russian Federation,StainlessSteel,12,3122,37464.0,99.0,5540
202005,1323,Italy,Russian Federation,RapeseedOil,1585,3398,5385830.0,792.7317,9398
202005,1323,Italy,Russian Federation,StainlessSteel,3521,137986,4.85848706E8,99.0,9398
202005,1323,Finland,Russian Federation,Gas,40,769,30760.0,84.1,3922
202005,1323,Finland,Russian Federation,CastIron,57,12748,726636.0,182.4,3922
202005,1323,Finland,Russian Federation,StainlessSteel,93,5654,525822.0,99.0,3922
202005,1323,Finland,Russian Federation,Coal,9383,2060,1.932898E7,54.14830827,3922
202005,1323,Finland,Russian Federation,RapeseedOil,23657,21212,5.01812284E8,792.7317,3922
202005,1323,India,Russian Federation,CastIron,31739,207313,6.579907307E9,182.4,4983
202005,1323,Bulgaria,Russian Federation,CastIron,602,1354,815108.0,182.4,5426
202005,1323,Norway,Russian Federation,CastIron,3819,15274,5.8331406E7,182.4,4727
202005,1323,Russian Federation,Ukraine,SunflowerOil,1726960,1506962,2.60246309552E12,900.0531746,4663
202005,1323,Russian Federation,Ukraine,Aluminium,614431,1000347,6.14644207557E11,1466.371579,4663
202005,1323,China,Ukraine,StainlessSteel,337856,1810828,6.11799104768E11,99.0,5943
202005,1323,China,Ukraine,CastIron,132,4377,577764.0,182.4,5943
202005,1323,China,Ukraine,Aluminium,310,4594,1424140.0,1466.371579,5943
202005,1323,China,Ukraine,Gas,45315,169675,7.688822625E9,84.1,5943
202005,1323,Germany,Ukraine,StainlessSteel,1248,19569,2.4422112E7,99.0,1743
202005,1323,Romania,Ukraine,Gas,6415,25384,1.6283836E8,84.1,781
202005,1323,Slovakia,Ukraine,StainlessSteel,1072,7182,7699104.0,99.0,1082
202005,1323,Germany,Ukraine,Gas,16858,160190,2.70048302E9,84.1,1743
202005,1323,Slovakia,Ukraine,Slag,7654830,45899,3.5134904217E11,134.1,1082
202005,1323,Brazil,Ukraine,CastIron,8,772,6176.0,182.4,10687
202005,1323,EU,Ukraine,Gas,102493,759569,7.7850505517E10,84.1,803
202005,1323,EU,Ukraine,Barley,21,19,399.0,98.6406264,803
202005,1323,EU,Ukraine,Slag,7654830,45899,3.5134904217E11,134.1,803
202005,1323,EU,Ukraine,IronOre,20000,4837,9.674E7,91.33333333,803
202005,1323,Spain,Ukraine,CastIron,319,1217,388223.0,182.4,3767
202005,1323,Spain,Ukraine,StainlessSteel,4072,59502,2.42292144E8,99.0,3767
202005,1323,Sweden,Ukraine,IronOre,20000,4835,9.67E7,91.33333333,2667
202005,1323,Belgium,Ukraine,StainlessSteel,460,3833,1763180.0,99.0,2248
202005,1323,India,Ukraine,CastIron,701,32233,2.2595333E7,182.4,7092
202005,1323,Estonia,Ukraine,StainlessSteel,65,369,23985.0,99.0,1527
202005,1323,Poland,Ukraine,Barley,9,2,18.0,98.6406264,1214
202005,1323,Poland,Ukraine,Aluminium,408994,929988,3.80359512072E11,1466.371579,1214
202005,1323,Poland,Ukraine,StainlessSteel,8314,46624,3.87631936E8,99.0,1214
202005,1323,Poland,Ukraine,CastIron,9312,17443,1.62429216E8,182.4,1214
202005,1323,Poland,Ukraine,Corn,60,247,14820.0,143.9892438,1214
202005,1323,Poland,Ukraine,Gas,26871,184717,4.963530507E9,84.1,1214
202005,1323,EU,Ukraine,Aluminium,417277,964257,4.02362268189E11,1466.371579,803
202005,1323,EU,Ukraine,CastIron,31147,138325,4.308408775E9,182.4,803
202005,1323,EU,Ukraine,StainlessSteel,21513,215641,4.639084833E9,99.0,803
202005,1323,EU,Ukraine,Coal,700,652,456400.0,54.14830827,803
202005,1323,EU,Ukraine,Corn,123,371,45633.0,143.9892438,803
202005,1323,Uzbekistan,Ukraine,Gas,1,5321,5321.0,84.1,3447
202005,1323,United States of America,Ukraine,CastIron,6926,36181,2.50589606E8,182.4,9153
202005,1323,Azerbaijan,Ukraine,CrudePetroleum,265145000,31419344,8.33068196488E15,68.1,2079
202005,1323,Hungary,Ukraine,CastIron,15826,99398,1.573072748E9,182.4,1194
202005,1323,Hungary,Ukraine,StainlessSteel,13,550,7150.0,99.0,1194
202005,1323,Czech Rep.,Ukraine,StainlessSteel,152,1835,278920.0,99.0,1410
202005,1323,Czech Rep.,Ukraine,CastIron,42,189,7938.0,182.4,1410
202005,1323,Czech Rep.,Ukraine,Gas,15366,72766,1.118122356E9,84.1,1410
202005,1323,United States of America,Ukraine,CrudePetroleum,93471648,11757435,1.09898682570288E15,68.1,9153
202005,1323,United Kingdom,Ukraine,StainlessSteel,412,3420,1409040.0,99.0,3140
202005,1323,Turkey,Ukraine,Aluminium,43740,71219,3.11511906E9,1466.371579,2055
202005,1323,Turkey,Ukraine,StainlessSteel,5065,38198,1.9347287E8,99.0,2055
202005,1323,Lithuania,Ukraine,StainlessSteel,144,982,141408.0,99.0,1136
202005,1323,Turkey,Ukraine,Gas,26696,134846,3.599848816E9,84.1,2055
202005,1323,Italy,Ukraine,Gas,15361,138238,2.123473918E9,84.1,2394
202005,1323,Italy,Ukraine,StainlessSteel,4797,66660,3.1976802E8,99.0,2394
202005,1323,Italy,Ukraine,Aluminium,8283,29152,2.41466016E8,1466.371579,2394
