Date,Amount,Commodity
7/1/2022,433.6265306,Coal
8/1/2022,447.4475649,Coal
1/1/2018,148.9,Nickel
2/1/2018,151.9,Nickel
3/1/2018,153.9,Nickel
4/1/2018,154.7,Nickel
5/1/2018,154.6,Nickel
6/1/2018,152.5,Nickel
7/1/2018,155.8,Nickel
8/1/2018,154.4,Nickel
9/1/2018,154.4,Nickel
10/1/2018,154.5,Nickel
11/1/2018,154.4,Nickel
12/1/2018,152.1,Nickel
1/1/2019,152.7,Nickel
2/1/2019,154,Nickel
3/1/2019,154.3,Nickel
4/1/2019,157.4,Nickel
5/1/2019,154.1,Nickel
6/1/2019,152.6,Nickel
7/1/2019,151.6,Nickel
8/1/2019,152,Nickel
9/1/2019,155.6,Nickel
10/1/2019,159.6,Nickel
11/1/2019,159.5,Nickel
12/1/2019,158.3,Nickel
1/1/2020,156.9,Nickel
2/1/2020,157.1,Nickel
3/1/2020,152.3,Nickel
4/1/2020,150.6,Nickel
5/1/2020,150.6,Nickel
6/1/2020,151.3,Nickel
7/1/2020,149.9,Nickel
8/1/2020,148.6,Nickel
9/1/2020,148.6,Nickel
10/1/2020,151.4,Nickel
11/1/2020,151.4,Nickel
12/1/2020,152.5,Nickel
1/1/2021,156.8,Nickel
2/1/2021,158,Nickel
3/1/2021,159.3,Nickel
4/1/2021,161.8,Nickel
5/1/2021,163.1,Nickel
6/1/2021,165.6,Nickel
7/1/2021,177.619,Nickel
8/1/2021,178.418,Nickel
9/1/2021,178.467,Nickel
10/1/2021,183.288,Nickel
11/1/2021,184.261,Nickel
12/1/2021,185.401,Nickel
1/1/2022,202.23,Nickel
2/1/2022,202.23,Nickel
3/1/2022,202.23,Nickel
4/1/2022,216.291,Nickel
5/1/2022,220.648,Nickel
6/1/2022,222.103,Nickel
7/1/2022,245.933,Nickel
8/1/2022,236.499,Nickel
9/1/2022,230.924,Nickel
1/1/2018,2209.727273,Aluminium
2/1/2018,2181.7875,Aluminium
3/1/2018,2069.238095,Aluminium
4/1/2018,2254.6875,Aluminium
5/1/2018,2299.666667,Aluminium
6/1/2018,2237.619048,Aluminium
7/1/2018,2082.238636,Aluminium
8/1/2018,2051.511364,Aluminium
9/1/2018,2026.4625,Aluminium
10/1/2018,2029.858696,Aluminium
11/1/2018,1938.511364,Aluminium
12/1/2018,1920.381579,Aluminium
1/1/2019,1853.715909,Aluminium
2/1/2019,1862.9875,Aluminium
3/1/2019,1871.214286,Aluminium
4/1/2019,1845.425,Aluminium
5/1/2019,1781.261905,Aluminium
6/1/2019,1755.95,Aluminium
7/1/2019,1796.98913,Aluminium
8/1/2019,1740.678571,Aluminium
9/1/2019,1753.511905,Aluminium
10/1/2019,1725.956522,Aluminium
11/1/2019,1774.785714,Aluminium
12/1/2019,1771.38,Aluminium
1/1/2020,1773.090909,Aluminium
2/1/2020,1688.095,Aluminium
3/1/2020,1610.890909,Aluminium
4/1/2020,1459.9345,Aluminium
5/1/2020,1466.371579,Aluminium
6/1/2020,1568.570455,Aluminium
7/1/2020,1643.812174,Aluminium
8/1/2020,1738.555238,Aluminium
9/1/2020,1743.774545,Aluminium
10/1/2020,1806.101818,Aluminium
11/1/2020,1935.283333,Aluminium
12/1/2020,2014.671905,Aluminium
1/1/2021,2003.9755,Aluminium
2/1/2021,2078.5935,Aluminium
3/1/2021,2190.482609,Aluminium
4/1/2021,2319.3925,Aluminium
5/1/2021,2434.7765,Aluminium
6/1/2021,2446.645455,Aluminium
7/1/2021,2497.635455,Aluminium
8/1/2021,2602.991905,Aluminium
9/1/2021,2834.556818,Aluminium
10/1/2021,2934.39381,Aluminium
11/1/2021,2636.452273,Aluminium
12/1/2021,2695.531429,Aluminium
1/1/2022,3005.9805,Aluminium
2/1/2022,3245.7855,Aluminium
3/1/2022,3498.373043,Aluminium
4/1/2022,3246.990476,Aluminium
5/1/2022,2839.505455,Aluminium
6/1/2022,2575.669545,Aluminium
7/1/2022,2408.423333,Aluminium
8/1/2022,2433.916087,Aluminium
1/1/2018,7065.852273,Copper
2/1/2018,7006.525,Copper
3/1/2018,6799.178571,Copper
4/1/2018,6851.5125,Copper
5/1/2018,6825.27381,Copper
6/1/2018,6965.857143,Copper
7/1/2018,6250.75,Copper
8/1/2018,6051.045455,Copper
9/1/2018,6050.7625,Copper
10/1/2018,6219.586957,Copper
11/1/2018,6195.920455,Copper
12/1/2018,6075.315789,Copper
1/1/2019,5939.102273,Copper
2/1/2019,6300.4875,Copper
3/1/2019,6439.464286,Copper
4/1/2019,6438.3625,Copper
5/1/2019,6017.904762,Copper
6/1/2019,5882.225,Copper
7/1/2019,5941.195652,Copper
8/1/2019,5709.440476,Copper
9/1/2019,5759.25,Copper
10/1/2019,5757.297826,Copper
11/1/2019,5859.952381,Copper
12/1/2019,6077.0625,Copper
1/1/2020,6031.209091,Copper
2/1/2020,5687.75,Copper
3/1/2020,5182.631818,Copper
4/1/2020,5057.972,Copper
5/1/2020,5239.826316,Copper
6/1/2020,5754.595455,Copper
7/1/2020,6372.46087,Copper
8/1/2020,6508.392857,Copper
9/1/2020,6704.9,Copper
10/1/2020,6713.811364,Copper
11/1/2020,7068.907143,Copper
12/1/2020,7772.238095,Copper
1/1/2021,7972.1475,Copper
2/1/2021,8470.94,Copper
3/1/2021,8988.247826,Copper
4/1/2021,9324.8175,Copper
5/1/2021,10166.285,Copper
6/1/2021,9631.5,Copper
7/1/2021,9450.820455,Copper
8/1/2021,9370.138571,Copper
9/1/2021,9324.709545,Copper
10/1/2021,9829.219048,Copper
11/1/2021,9728.904545,Copper
12/1/2021,9551.18,Copper
1/1/2022,9782.3375,Copper
2/1/2022,9943.175,Copper
3/1/2022,10230.89391,Copper
4/1/2022,10174.34762,Copper
5/1/2022,9395.027273,Copper
6/1/2022,9067.551818,Copper
7/1/2022,7544.809524,Copper
8/1/2022,7990.812174,Copper
